   2.0199999999999999E-002   2.7811384407335060        3.2791080187429436E-003   3.2947495268125663E-003
   2.0399999999999998E-002   2.7776474819032466        3.2832931113573943E-003   3.2989643320064650E-003
   2.0599999999999997E-002   2.7741587640782126        3.2875222469159172E-003   3.3032233965271844E-003
   2.0799999999999996E-002   2.7706723063112539        3.2917955052367341E-003   3.3075268007910666E-003
   2.0999999999999994E-002   2.7671881275756176        3.2961129669798195E-003   3.3118746259989899E-003
   2.1199999999999993E-002   2.7637062467644236        3.3004747135711560E-003   3.3162669541363806E-003
   2.1399999999999992E-002   2.7602266826901611        3.3048808272156194E-003   3.3207038679732175E-003
   2.1599999999999991E-002   2.7567494540841966        3.3093313909011548E-003   3.3251854510640373E-003
   2.1799999999999990E-002   2.7532745795962872        3.3138264883987478E-003   3.3297117877479181E-003
   2.1999999999999988E-002   2.7498020777940799        3.3183662042409827E-003   3.3342829631485193E-003
   2.2199999999999987E-002   2.7463319671626634        3.3229506237666077E-003   3.3388990631740413E-003
   2.2399999999999986E-002   2.7428642661041081        3.3275798331032667E-003   3.3435601745172099E-003
   2.2599999999999985E-002   2.7393989929369624        3.3322539191179943E-003   3.3482663846553453E-003
   2.2799999999999983E-002   2.7359361658958412        3.3369729694995658E-003   3.3530177818502974E-003
   2.2999999999999982E-002   2.7324758031309409        3.3417370726817018E-003   3.3578144551484985E-003
   2.3199999999999981E-002   2.7290179227076599        3.3465463179379695E-003   3.3626564943808799E-003
   2.3399999999999980E-002   2.7255625426060917        3.3514007952515738E-003   3.3675439901629735E-003
   2.3599999999999979E-002   2.7221096807206271        3.3563005954147683E-003   3.3724770338948778E-003
   2.3799999999999977E-002   2.7186593548595739        3.3612458100391912E-003   3.3774557177611918E-003
   2.3999999999999976E-002   2.7152115827446868        3.3662365314619902E-003   3.3824801347311024E-003
   2.4199999999999975E-002   2.7117663820107727        3.3712728528119871E-003   3.3875503785583709E-003
   2.4399999999999974E-002   2.7083237702053258        3.3763548680324643E-003   3.3926665437812795E-003
   2.4599999999999973E-002   2.7048837647881103        3.3814826718234921E-003   3.3978287257226680E-003
   2.4799999999999971E-002   2.7014463831307771        3.3866563596676711E-003   3.4030370204899338E-003
   2.4999999999999970E-002   2.6980116425164686        3.3918760278122398E-003   3.4082915249750560E-003
   2.5199999999999969E-002   2.6945795601394851        3.3971417733225256E-003   3.4135923368545373E-003
   2.5399999999999968E-002   2.6911501531049056        3.4024536940308998E-003   3.4189395545894284E-003
   2.5599999999999967E-002   2.6877234384281765        3.4078118884966718E-003   3.4243332774254111E-003
   2.5799999999999965E-002   2.6842994330348726        3.4132164561715356E-003   3.4297736053926237E-003
   2.5999999999999964E-002   2.6808781537602857        3.4186674972213182E-003   3.4352606393057662E-003
   2.6199999999999963E-002   2.6774596173490104        3.4241651125146051E-003   3.4407944807642254E-003
   2.6399999999999962E-002   2.6740438404547886        3.4297094038760055E-003   3.4463752321517984E-003
   2.6599999999999960E-002   2.6706308396400860        3.4353004738106275E-003   3.4520029966368464E-003
   2.6799999999999959E-002   2.6672206313757045        3.4409384255321422E-003   3.4576778781724208E-003
   2.6999999999999958E-002   2.6638132320406496        3.4466233632130293E-003   3.4633999814959716E-003
   2.7199999999999957E-002   2.6604086579216601        3.4523553916377572E-003   3.4691694121296171E-003
   2.7399999999999956E-002   2.6570069252130386        3.4581346164983214E-003   3.4749862763799513E-003
   2.7599999999999954E-002   2.6536080500162704        3.4639611441745731E-003   3.4808506813381779E-003
   2.7799999999999953E-002   2.6502120483397849        3.4698350818701249E-003   3.4867627348800583E-003
   2.7999999999999952E-002   2.6468189360986938        3.4757565375836447E-003   3.4927225456658781E-003
   2.8199999999999951E-002   2.6434287291145004        3.4817256200708148E-003   3.4987302231404885E-003
   2.8399999999999950E-002   2.6400414431148209        3.4877424388501132E-003   3.5047858775333423E-003
   2.8599999999999948E-002   2.6366570937331910        3.4938071042839225E-003   3.5108896198583757E-003
   2.8799999999999947E-002   2.6332756965087643        3.4999197274593057E-003   3.5170415619141214E-003
   2.8999999999999946E-002   2.6298972668860605        3.5060804202326668E-003   3.5232418162837158E-003
   2.9199999999999945E-002   2.6265218202148151        3.5122892953274617E-003   3.5294904963347564E-003
   2.9399999999999944E-002   2.6231493717496530        3.5185464661455432E-003   3.5357877162194760E-003
   2.9599999999999942E-002   2.6197799366499237        3.5248520469262912E-003   3.5421335908746494E-003
   2.9799999999999941E-002   2.6164135299794986        3.5312061527021450E-003   3.5485282360215717E-003
   2.9999999999999940E-002   2.6130501667065213        3.5376088992409571E-003   3.5549717681661319E-003
   3.0199999999999939E-002   2.6096898617032327        3.5440604031175844E-003   3.5614643045987779E-003
   3.0399999999999937E-002   2.6063326297457667        3.5505607816765550E-003   3.5680059633945260E-003
   3.0599999999999936E-002   2.6029784855140070        3.5571101530886507E-003   3.5745968634128917E-003
   3.0799999999999935E-002   2.5996274435913160        3.5637086362092941E-003   3.5812371242980525E-003
   3.0999999999999934E-002   2.5962795184644696        3.5703563507890855E-003   3.5879268664786492E-003
   3.1199999999999933E-002   2.5929347245234204        3.5770534172855214E-003   3.5946662111679137E-003
   3.1399999999999935E-002   2.5895930760611505        3.5837999569497065E-003   3.6014552803636563E-003
   3.1599999999999934E-002   2.5862545872735359        3.5905960918334169E-003   3.6082941968482202E-003
   3.1799999999999932E-002   2.5829192722591712        3.5974419447385372E-003   3.6151830841885425E-003
   3.1999999999999931E-002   2.5795871450192602        3.6043376392808231E-003   3.6221220667360951E-003
